"date_value","dispoType","Homicide: Shooting","Homicide: Other","Attempted Murder","Non-Fatal Shooting","Rape","Robbery with a Deadly Weapon","Robbery","Aggravated Assault","Strangulation","Simple Assault","Other Assaults","Sexual Assault and Other Sex Offenses","Arson","Carjacking","Other Violent Crimes","Burglary/Residential","Burglary/Commercial","Theft","Retail Theft","Theft from Auto","Auto Theft","Fraud","Trespass","Criminal Mischief","Other Property Crimes","Drug Sales with a Firearm","Drug Sales","Drug Possession","Drug Possession in Jails","Firearm Possession by a Prohibited Person","Firearm Possession without a License","Altered Firearm Serial Number","Other Firearm Offenses","Violation of Protection Order","DUI","Prostitution/Sex Work","Patronizing Prostitutes/Sex Workers","Promoting Prostitution","Victim/Witness Intimidation & Retaliation","Threats of Violence","Ethnic Intimidation","Disorderly Conduct","Uncategorized Offenses"
2015-04-09,"Not Guilty/Acquittal",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2015-04-09,"Total",0,2,0,0,0,6,7,16,0,12,1,2,0,0,4,2,1,12,7,0,7,1,0,1,0,3,26,20,0,2,1,0,0,18,14,5,1,0,1,7,0,0,6
2015-04-10,"Dismissed/Withdrawn/Etc",0,0,0,0,1,6,2,10,0,2,0,0,0,0,5,2,0,1,2,0,2,1,1,1,0,0,4,5,1,1,2,0,0,0,0,0,0,0,0,2,0,0,3
2015-04-10,"Diversion",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1
2015-04-10,"Exonerated/Won on Appeal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-10,"Guilty",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,2,8,0,0,0,0,0,0,2
2015-04-10,"Guilty Plea/Nolo",0,0,2,0,1,3,0,3,0,2,0,0,0,0,1,1,0,1,2,0,1,1,0,0,0,0,14,7,0,1,4,0,0,0,10,0,0,0,0,2,0,0,3
2015-04-10,"Not Guilty/Acquittal",0,0,3,0,1,0,0,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,2
2015-04-10,"Total",0,0,5,0,4,9,2,21,0,5,0,0,0,0,8,3,0,6,7,0,4,2,2,1,0,0,22,32,1,2,6,0,0,0,16,9,1,0,0,6,0,0,11
2015-04-11,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-11,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,29,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
2015-04-11,"Exonerated/Won on Appeal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-11,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-11,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-11,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-11,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,29,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
2015-04-12,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-12,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2
2015-04-12,"Exonerated/Won on Appeal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-12,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-12,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-12,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-12,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2
2015-04-13,"Dismissed/Withdrawn/Etc",0,0,0,1,0,0,2,9,0,5,0,0,0,0,1,1,1,2,3,0,1,0,0,4,0,1,0,6,0,1,1,0,0,1,3,0,0,0,0,2,0,0,3
2015-04-13,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-13,"Exonerated/Won on Appeal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-04-13,"Guilty",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,6,0,1,0,0,1,0,0,2,13,0,0,0,0,0,0,3,1,0,0,0,0,0,0,10
2015-04-13,"Guilty Plea/Nolo",0,3,0,0,3,3,0,9,0,1,0,0,0,0,1,2,2,3,3,0,1,1,2,1,0,3,12,4,1,0,0,0,0,0,6,2,0,0,0,0,0,0,2
2015-04-13,"Not Guilty/Acquittal",0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2015-04-13,"Total",0,3,0,1,3,3,2,21,0,9,0,0,0,0,2,4,3,9,12,0,6,1,2,7,0,4,14,30,1,1,1,0,0,1,13,3,0,0,0,3,0,0,16
2015-04-14,"Dismissed/Withdrawn/Etc",0,0,1,0,0,0,2,10,0,6,0,0,0,0,1,3,0,5,3,0,1,0,2,0,0,0,2,2,0,0,0,0,0,9,3,0,0,0,0,1,1,0,4
2015-04-14,"Diversion",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
2015-04-14,"Exonerated/Won on Appeal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
2015-04-14,"Guilty",0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,5,13,0,0,0,1,0,0,2,7,0,0,0,1,1,0,2
2015-04-14,"Guilty Plea/Nolo",0,0,0,0,0,1,1,8,0,0,0,2,1,0,1,5,1,3,4,0,2,1,0,0,0,1,17,6,0,0,2,0,0,2,1,1,1,0,0,0,0,0,6
2015-04-14,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2015-04-14,"Total",0,0,1,0,0,1,4,18,0,8,0,2,1,1,4,8,1,10,13,0,4,1,2,0,0,2,25,31,0,0,2,1,0,11,7,12,1,0,0,4,2,0,13
2015-04-15,"Dismissed/Withdrawn/Etc",0,0,3,0,0,1,1,11,0,1,0,0,0,0,0,2,0,2,2,0,1,1,0,0,0,0,1,7,0,1,1,0,0,0,10,0,0,0,0,2,0,0,3
2015-04-15,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1
2015-04-15,"Exonerated/Won on Appeal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2015-04-15,"Guilty",0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,1,1,2,0,1,1,1,0,0,1,6,13,0,0,1,1,0,0,3,3,0,0,1,2,0,0,4
2015-04-15,"Guilty Plea/Nolo",0,0,0,0,1,0,1,12,0,0,0,0,0,1,2,1,1,6,4,1,8,0,2,0,0,1,17,7,1,1,2,2,0,0,8,1,0,0,0,1,0,0,1
2015-04-15,"Not Guilty/Acquittal",0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
2015-04-15,"Total",0,0,3,0,1,1,3,28,0,2,0,0,1,1,3,3,2,11,9,1,10,2,3,0,0,2,25,43,1,3,4,3,0,0,31,4,0,0,1,5,0,0,9
2015-04-16,"Dismissed/Withdrawn/Etc",0,0,0,0,0,2,0,5,0,6,0,1,0,1,3,0,0,1,6,0,2,0,0,0,0,0,1,5,0,0,2,0,0,3,0,0,0,0,0,1,0,0,3
2015-04-16,"Diversion",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
2015-04-16,"Exonerated/Won on Appeal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-16,"Guilty",0,2,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,15,0,0,0,0,0,1,1,2,0,0,0,0,0,1,1
2015-04-16,"Guilty Plea/Nolo",0,0,0,0,0,4,1,4,0,4,0,1,0,0,2,0,8,6,4,0,3,0,0,0,0,0,22,4,1,3,3,0,0,3,3,0,0,0,0,0,0,0,1
2015-04-16,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
2015-04-16,"Total",0,2,3,0,0,7,1,9,0,13,0,2,0,2,6,0,8,7,23,0,5,0,0,1,0,0,25,35,1,3,6,0,0,9,12,2,0,0,0,1,0,1,5
2015-04-17,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,3,0,1,4,0,1,0,2,1,0,0,2,4,0,0,1,0,1,0,2,2,0,0,1,1,0,0,2
2015-04-17,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0
2015-04-17,"Exonerated/Won on Appeal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-04-17,"Guilty",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,2,5,1,0,0,1,0,1,3
2015-04-17,"Guilty Plea/Nolo",0,0,0,0,0,1,0,4,0,2,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7,10,0,1,1,0,0,0,5,0,0,0,0,1,0,1,4
2015-04-17,"Not Guilty/Acquittal",0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2015-04-17,"Total",0,1,0,0,1,1,1,10,0,3,0,3,0,0,2,5,0,5,6,0,2,0,3,2,0,0,14,28,0,1,2,0,1,0,10,9,2,0,1,3,0,2,13
2015-04-19,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-19,"Diversion",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-04-19,"Exonerated/Won on Appeal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-19,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-19,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-19,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-19,"Total",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-04-20,"Dismissed/Withdrawn/Etc",0,1,1,0,0,1,2,10,0,7,2,2,0,0,1,0,1,3,3,0,0,0,1,0,0,0,4,5,0,1,1,0,0,0,4,0,0,0,0,1,0,0,1
2015-04-20,"Diversion",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2015-04-20,"Exonerated/Won on Appeal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-20,"Guilty",0,2,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,2,0,0,3,16,0,0,0,0,0,1,4,6,0,0,0,0,0,0,0
2015-04-20,"Guilty Plea/Nolo",0,1,1,0,0,3,1,4,0,1,0,0,0,0,1,3,1,3,3,0,2,1,2,0,0,3,9,4,1,1,1,0,0,2,9,2,0,0,2,0,0,0,3
2015-04-20,"Not Guilty/Acquittal",0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2015-04-20,"Total",0,4,2,0,0,4,6,19,0,10,2,2,0,0,3,3,2,8,14,0,3,1,3,2,0,3,20,33,1,2,2,0,0,3,17,8,1,0,2,2,0,1,6
2015-04-21,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,1,5,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,10,2,0,0,0,0,1,0,0,5
2015-04-21,"Diversion",0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2015-04-21,"Exonerated/Won on Appeal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-21,"Guilty",0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,2,16,0,0,0,1,0,0,3,2,1,0,0,1,0,0,2
2015-04-21,"Guilty Plea/Nolo",0,0,0,0,0,0,4,5,0,0,0,1,0,0,1,4,6,3,4,0,7,2,0,0,0,2,24,7,0,1,0,0,0,3,0,0,1,0,0,0,0,1,2
2015-04-21,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-21,"Total",0,0,0,0,0,1,5,10,0,8,0,1,0,0,4,9,6,4,9,0,9,2,0,1,0,4,30,35,0,1,0,1,0,13,5,3,2,0,0,3,0,1,9
2015-04-22,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,3,1,0,4,0,0,0,0,4,4,0,0,4,0,1,0,1,2,0,0,4,4,0,0,1,0,0,0,2,0,0,0,0,0,0,0,4
2015-04-22,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,17,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2015-04-22,"Exonerated/Won on Appeal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-22,"Guilty",0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,12,0,0,1,0,0,0,3,5,0,0,0,1,0,0,0
2015-04-22,"Guilty Plea/Nolo",0,0,1,0,0,2,0,3,0,2,0,0,0,0,0,0,1,2,4,0,1,2,2,0,0,4,23,6,0,1,1,1,0,0,12,0,0,0,0,0,0,0,4
2015-04-22,"Not Guilty/Acquittal",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
2015-04-22,"Total",0,1,3,0,0,2,3,7,0,7,0,0,0,0,4,5,1,3,10,0,5,2,3,2,1,4,32,40,0,1,3,1,0,0,20,6,0,0,0,2,0,0,8
2015-04-23,"Dismissed/Withdrawn/Etc",0,0,0,0,1,0,1,14,0,8,2,0,0,0,4,2,1,0,3,0,1,0,0,1,0,0,2,3,0,1,0,0,0,4,1,0,0,0,1,4,0,0,1
2015-04-23,"Diversion",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,7,5,0,0,0,1,0,0,0
2015-04-23,"Exonerated/Won on Appeal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2015-04-23,"Guilty",0,0,2,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-04-23,"Guilty Plea/Nolo",0,0,0,0,0,2,0,3,0,0,0,1,0,0,1,0,1,3,0,0,0,1,0,1,0,0,17,3,0,0,4,0,0,1,2,1,0,0,1,1,0,1,4
2015-04-23,"Not Guilty/Acquittal",0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2015-04-23,"Total",0,0,2,0,1,4,1,21,0,10,2,2,0,0,5,3,2,3,5,0,1,1,1,2,0,0,19,35,0,1,4,0,0,5,12,6,0,0,2,7,0,1,6
2015-04-24,"Dismissed/Withdrawn/Etc",0,0,0,0,0,2,3,3,0,0,0,1,0,0,1,2,0,1,0,0,1,0,0,0,0,0,5,5,0,0,1,1,1,0,3,0,0,0,0,0,0,0,5
2015-04-24,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2015-04-24,"Exonerated/Won on Appeal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-24,"Guilty",0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,1,1,0,3,0,1,0,0,0,1,0,4,14,0,2,1,0,0,0,2,4,1,0,0,2,0,0,3
2015-04-24,"Guilty Plea/Nolo",0,1,1,0,2,1,0,3,0,0,0,1,0,0,0,1,0,0,2,0,1,1,2,1,0,0,7,4,1,1,0,0,0,2,5,0,0,0,0,0,0,0,1
2015-04-24,"Not Guilty/Acquittal",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2015-04-24,"Total",0,1,2,1,2,4,3,10,0,0,0,2,0,0,1,4,1,7,6,0,5,1,2,1,1,0,16,27,1,3,2,1,1,2,14,4,1,0,0,3,0,0,10
2015-04-25,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-25,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2015-04-25,"Exonerated/Won on Appeal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-25,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-25,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-25,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-25,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2015-04-27,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,1,13,0,5,0,1,1,0,6,0,0,2,7,0,1,0,2,1,0,0,6,5,1,0,0,0,0,0,3,0,0,0,0,3,0,0,2
2015-04-27,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2
2015-04-27,"Exonerated/Won on Appeal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2015-04-27,"Guilty",0,2,0,0,0,0,1,1,0,2,0,0,0,0,1,1,3,1,3,0,3,0,0,0,0,1,6,9,0,1,0,0,0,0,1,2,1,0,0,3,0,0,2
2015-04-27,"Guilty Plea/Nolo",0,1,0,0,0,4,0,18,0,2,0,1,0,0,1,1,0,8,2,0,0,1,0,0,0,1,8,7,0,0,0,0,0,0,13,0,0,0,1,0,0,0,1
2015-04-27,"Not Guilty/Acquittal",0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,5
2015-04-27,"Total",0,4,0,0,0,4,2,34,0,9,0,2,1,0,8,3,4,13,15,0,4,1,2,1,0,2,21,24,1,1,0,0,0,0,20,5,1,0,1,7,0,0,12
2015-04-28,"Dismissed/Withdrawn/Etc",0,0,0,0,1,2,0,7,0,2,0,0,0,0,1,4,0,0,1,0,1,0,2,1,0,0,7,5,0,4,1,0,0,9,2,0,0,0,0,0,0,0,3
2015-04-28,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4
2015-04-28,"Exonerated/Won on Appeal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-28,"Guilty",0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,3,10,0,1,0,0,0,0,4,1,0,0,0,0,0,0,2
2015-04-28,"Guilty Plea/Nolo",0,0,0,0,1,1,1,8,0,0,0,2,1,0,1,5,5,3,4,1,2,1,2,1,0,1,19,3,0,1,5,0,0,0,4,0,0,0,1,0,0,0,1
2015-04-28,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2015-04-28,"Total",0,0,0,0,2,3,3,16,0,2,0,2,1,0,4,9,5,6,11,1,3,1,6,2,0,1,30,31,0,6,6,0,0,9,11,2,0,0,1,0,0,2,10
2015-04-29,"Dismissed/Withdrawn/Etc",0,0,0,0,0,1,3,5,0,4,0,0,0,0,4,0,0,1,2,0,0,0,0,1,0,0,21,8,0,0,0,0,0,0,3,0,0,0,0,2,0,0,4
2015-04-29,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2015-04-29,"Exonerated/Won on Appeal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-29,"Guilty",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8,15,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0
2015-04-29,"Guilty Plea/Nolo",0,1,1,0,1,3,2,4,0,0,0,0,0,0,0,2,3,4,3,0,2,1,0,1,0,1,14,7,2,0,4,1,1,0,12,0,0,0,0,0,0,0,2
2015-04-29,"Not Guilty/Acquittal",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2015-04-29,"Total",0,3,1,0,1,4,5,11,0,4,0,0,0,0,5,2,3,5,6,0,2,1,0,3,0,1,46,44,2,0,4,1,1,0,25,4,0,0,0,2,0,0,8
2015-04-30,"Dismissed/Withdrawn/Etc",0,1,0,0,1,0,1,14,0,5,0,0,0,0,1,1,0,5,1,0,0,0,0,0,0,2,7,5,0,0,1,0,0,0,2,0,0,0,0,2,0,0,3
2015-04-30,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,4,0,1,0,0,0,0,0,2
